Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Biogroup	Alternative Name	Species	Disease	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	O Serotype	Contact Name	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Assembly Barcode
YER_AA1110AA	PY-64	SRR329476;ILLUMINA;Paired;;SRX090620	Wild Animal	Rodent	Norway rat	2010				South America	Peru	La Libertad	Trujillo	Salaverry		-8.1	-78.9	University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64355	SRP007735	SAMN00704283	SRS256197			2015-08-27	2011-08-10	YER_AA1110AA	Assembled	99.24	2.2	30450	4674539	Yersinia pestis;99.68%	337	10133	YER_CA5767AA_AS
YER_AA1111AA	PY-63	SRR329475;ILLUMINA;Paired;;SRX090619	Wild Animal	Rodent	Norway rat	2010				South America	Peru	La Libertad	Trujillo	Salaverry		-8.1	-78.9	University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64353	SRP007734	SAMN00704282	SRS256196			2015-08-27	2011-08-10	YER_AA1111AA	Assembled	0	2.2	34542	4681453	Yersinia pestis;99.61%	289	6786	YER_CA3313AA_AS
YER_AA1112AA	PY-61	SRR329474;ILLUMINA;Paired;;SRX090618	Wild Animal	Rodent	Norway rat	2010				South America	Peru	La Libertad	Trujillo					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64351	SRP007733	SAMN00704281	SRS256195			2015-08-27	2011-08-10	YER_AA1112AA	Assembled	171.24	2.2	37719	4675928	Yersinia pestis;99.58%	269	3590	YER_CA5729AA_AS
YER_AA1113AA	PY-59	SRR329473;ILLUMINA;Paired;;SRX090617	Wild Animal	Rodent	black rat	2010				South America	Peru	La Libertad	Ascope Province	Ascope		-7.6	-79	University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64347	SRP007732	SAMN00704280	SRS256194			2015-08-27	2011-08-10	YER_AA1113AA	Assembled	52.53	2.2	35129	4682289	Yersinia pestis;99.6%	289	5509	YER_CA4463AA_AS
YER_AA1114AA	PY-58	SRR329472;ILLUMINA;Paired;;SRX090616	Wild Animal	Rodent	Norway rat	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64345	SRP007731	SAMN00704279	SRS256193			2015-08-27	2011-08-10	YER_AA1114AA	Assembled	32.03	2.2	31329	4665010	Yersinia pestis;98.94%	319	15751	YER_CA4488AA_AS
YER_AA1115AA	PY-48	SRR329471;ILLUMINA;Paired;;SRX090615	Wild Animal	Rodent	house mouse	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64333	SRP007730	SAMN00704278	SRS256192			2015-08-27	2011-08-10	YER_AA1115AA	Assembled	250.89	2.2	35233	4680838	Yersinia pestis;99.6%	287	5172	YER_CA4627AA_AS
YER_AA1116AA	PY-46	SRR329470;ILLUMINA;Paired;;SRX090614	Companion Animal	Feline	domestic cat	2010				South America	Peru	La Libertad	Ascope	San Antonio		-7.6	-79	University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64329	SRP007729	SAMN00704277	SRS256191			2015-08-27	2011-08-10	YER_AA1116AA	Assembled	69.85	2.2	36190	4685869	Yersinia pestis;99.2%	278	3584	YER_CA3548AA_AS
YER_AA1117AA	PY-52	SRR329469;ILLUMINA;Paired;;SRX090613	Companion Animal	Canine	dog	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64335	SRP007728	SAMN00704276	SRS256190			2015-08-27	2011-08-10	YER_AA1117AA	Assembled	0	2.2	30450	4686993	Yersinia pestis;99.67%	351	10167	YER_CA4381AA_AS
YER_AA1118AA	PY-55	SRR329468;ILLUMINA;Paired;;SRX090612	Companion Animal	Canine	dog	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64341	SRP007727	SAMN00704275	SRS256189			2015-08-27	2011-08-10	YER_AA1118AA	Assembled	64.43	2.2	35812	4681506	Yersinia pestis;99.2%	280	4625	YER_CA4424AA_AS
YER_AA1119AA	PY-53	SRR329467;ILLUMINA;Paired;;SRX090611	Companion Animal	Canine	dog	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64337	SRP007726	SAMN00704274	SRS256188			2015-08-27	2011-08-10	YER_AA1119AA	Assembled	166.07	2.2	34231	4668104	Yersinia pestis;99.23%	291	6444	YER_CA5782AA_AS
YER_AA1120AA	PY-47	SRR329466;ILLUMINA;Paired;;SRX090610	Companion Animal	Feline	domestic cat	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64331	SRP007725	SAMN00704273	SRS256187			2015-08-27	2011-08-10	YER_AA1120AA	Assembled	222.14	2.2	34548	4684747	Yersinia pestis;99.61%	294	4559	YER_CA4490AA_AS
YER_AA1121AA	PY-45	SRR329465;ILLUMINA;Paired;;SRX090609	Wild Animal	Rodent	house mouse	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64327	SRP007724	SAMN00704272	SRS256186			2015-08-27	2011-08-10	YER_AA1121AA	Assembled	210.19	2.2	36475	4679681	Yersinia pestis;99.58%	280	3527	YER_CA3599AA_AS
YER_AA1122AA	PY-54	SRR329464;ILLUMINA;Paired;;SRX090608																University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64339	SRP007723	SAMN00704271	SRS256185			2015-08-27	2011-08-10	YER_AA1122AA	Failed QC	NaN	2.2	12872	4464400	Yersinia pestis;99.8%	571	72650	YER_BA9387AA_AS
YER_AA1123AA	PY-42	SRR329463;ILLUMINA;Paired;;SRX090607	Wild Animal	Rodent	house mouse	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64325	SRP007722	SAMN00704270	SRS256184			2015-08-27	2011-08-10	YER_AA1123AA	Assembled	136.65	2.2	34834	4684312	Yersinia pestis;98.46%	297	4418	YER_CA5786AA_AS
YER_AA1124AA	PY-32	SRR329462;ILLUMINA;Paired;;SRX090606	Human	Human	Homo sapiens	2010				South America	Peru	La Libertad	Provincia de Ascope					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64319	SRP007720	SAMN00704269	SRS256183			2015-08-27	2011-08-10	YER_AA1124AA	Assembled	51.24	2.2	37423	4676842	Yersinia pestis;99.57%	257	3501	YER_CA6604AA_AS
YER_AA1125AA	PY-36	SRR329461;ILLUMINA;Paired;;SRX090605	Wild Animal	Rodent	house mouse	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64323	SRP007719	SAMN00704268	SRS256182			2015-08-27	2011-08-10	YER_AA1125AA	Assembled	110.62	2.2	35983	4688660	Yersinia pestis;99.59%	280	4188	YER_CA3553AA_AS
YER_AA1126AA	PY-34	SRR329460;ILLUMINA;Paired;;SRX090604	Companion Animal	Feline	domestic cat	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64321	SRP007718	SAMN00704267	SRS256181			2015-08-27	2011-08-10	YER_AA1126AA	Assembled	133.75	2.2	37714	4681497	Yersinia pestis;99.56%	258	4603	YER_CA5784AA_AS
YER_AA1127AA	PY-29	SRR329459;ILLUMINA;Paired;;SRX090603	Wild Animal	Rodent	house mouse	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64317	SRP007717	SAMN00704266	SRS256180			2015-08-27	2011-08-10	YER_AA1127AA	Assembled	88.19	2.2	35812	4688878	Yersinia pestis;99.59%	271	4269	YER_CA5650AA_AS
YER_AA1128AA	PY-25	SRR329458;ILLUMINA;Paired;;SRX090602	Wild Animal	Rodent	house mouse	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64315	SRP007716	SAMN00704265	SRS256179			2015-08-27	2011-08-10	YER_AA1128AA	Assembled	0	2.2	39057	4682990	Yersinia pestis;99.55%	239	3608	YER_CA3575AA_AS
YER_AA1129AA	PY-113	SRR329405;ILLUMINA;Paired;;SRX090553	Human	Human	Homo sapiens	2010				South America	Peru	La Libertad	Ascope Province	Ascope		-7.6	-79	University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64397	SRP007713	SAMN00704257	SRS256171			2015-08-27	2011-08-10	YER_AA1129AA	Assembled	241.78	2.2	33521	4665271	Yersinia pestis;99.62%	310	7473	YER_CA6602AA_AS
YER_AA1130AA	PY-102	SRR329404;ILLUMINA;Paired;;SRX090552	Wild Animal	Other Mammal	southern opossum	2010				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64393	SRP007712	SAMN00704256	SRS256170			2015-08-27	2011-08-10	YER_AA1130AA	Assembled	260.48	2.2	33795	4685179	Yersinia pestis;99.22%	297	4099	YER_CA6607AA_AS
YER_AA1131AA	PY-103	SRR329403;ILLUMINA;Paired;;SRX090551								South America	Peru	Cajamarca	Provincia de Jaén	Jaen				University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64395	SRP007711	SAMN00704255	SRS256169			2015-08-27	2011-08-10	YER_AA1131AA	Assembled	182	4	28710	4639252	Yersinia pestis;100.0%	319	107751	YER_DA0817AA_AS
YER_AA1132AA	PY-101	SRR329402;ILLUMINA;Paired;;SRX090550	Human	Human	Homo sapiens	2010				South America	Peru	La Libertad	Ascope					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64391	SRP007710	SAMN00704254	SRS256168			2015-08-27	2011-08-10	YER_AA1132AA	Assembled	98.46	2.2	35237	4662706	Yersinia pestis;100.0%	283	3550	YER_BA9237AA_AS
YER_AA1133AA	PY-100	SRR329401;ILLUMINA;Paired;;SRX090549	Wild Animal	Rodent	Norway rat	2010				South America	Peru	La Libertad	Ascope					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64389	SRP007709	SAMN00704253	SRS256167			2015-08-27	2011-08-10	YER_AA1133AA	Assembled	190.73	2.2	33400	4680094	Yersinia pestis;99.23%	306	7844	YER_CA5686AA_AS
YER_AA1134AA	PY-19	SRR329400;ILLUMINA;Paired;;SRX090548	Wild Animal	Rodent	rodent	2010												University of Maryland Institute for Genome Sciences			Yersinia pestis		Originally attributed to Peru. Probably a contaminant based on A-1122.	PRJNA64313	SRP007708	SAMN00704252	SRS256166			2015-08-27	2011-08-10	YER_AA1134AA	Assembled	55.95	2.2	36445	4503505	Yersinia pestis;99.56%	266	5163	YER_CA4491AA_AS
YER_AA1135AA	PY-16	SRR329399;ILLUMINA;Paired;;SRX090547	Human	Human	Homo sapiens	2009				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64311	SRP007707	SAMN00704251	SRS256165			2015-08-27	2011-08-10	YER_AA1135AA	Assembled	113.64	2.2	37566	4685951	Yersinia pestis;99.17%	269	3964	YER_CA3305AA_AS
YER_AA1136AA	PY-15	SRR329398;ILLUMINA;Paired;;SRX090546	Human	Human	Homo sapiens	2009				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64309	SRP007706	SAMN00704250	SRS256164			2015-08-27	2011-08-10	YER_AA1136AA	Assembled	156.98	2.2	36325	4698554	Yersinia pestis;99.58%	261	4753	YER_CA4493AA_AS
YER_AA1137AA	PY-14	SRR329397;ILLUMINA;Paired;;SRX090544	Wild Animal	Rodent	black rat	2009				South America	Peru	La Libertad	Ascope Province					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64307	SRP007705	SAMN00704249	SRS256163			2015-08-27	2011-08-10	YER_AA1137AA	Assembled	64.18	2.2	26272	4632383	Yersinia pestis;99.7%	381	29439	YER_CA3564AA_AS
YER_AA1138AA	PY-13	SRR329396;ILLUMINA;Paired;;SRX090543	Human	Human	Homo sapiens	2008				South America	Peru							University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64305	SRP007704	SAMN00704248	SRS256162			2015-08-27	2011-08-10	YER_AA1138AA	Assembled	46.9	2.2	35804	4680551	Yersinia pestis;99.19%	284	3585	YER_CA3302AA_AS
YER_AA1139AA	PY-12	SRR329395;ILLUMINA;Paired;;SRX090541																University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64303	SRP007703	SAMN00704247	SRS256161			2015-08-27	2011-08-10	YER_AA1139AA	Assembled	152	4	35815	4682724	Yersinia pestis;99.59%	268	52217	YER_DA0818AA_AS
YER_AA1140AA	PY-11	SRR329394;ILLUMINA;Paired;;SRX090540	Human	Human	Homo sapiens	2007				South America	Peru	Cajamarca	Chota Province	Chota		-6.5	-78.6	University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64301	SRP007702	SAMN00704246	SRS256160			2015-08-27	2011-08-10	YER_AA1140AA	Assembled	53.38	2.2	34823	4681135	Yersinia pestis;99.2%	299	4493	YER_CA4355AA_AS
YER_AA1141AA	PY-10	SRR329393;ILLUMINA;Paired;;SRX090539	Human	Human	Homo sapiens	2006				South America	Peru	Cajamarca	Provincia de Jaén	Jaen				University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64299	SRP007701	SAMN00704244	SRS256158			2015-08-27	2011-08-10	YER_AA1141AA	Assembled	165.58	2.2	35800	4680064	Yersinia pestis;99.59%	281	3852	YER_CA4482AA_AS
YER_AA1142AA	PY-09	SRR329392;ILLUMINA;Paired;;SRX090538	Human	Human	Homo sapiens	2006				South America	Peru	Cajamarca	Provincia de Jaén	Jaen				University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64297	SRP007700	SAMN00704243	SRS256157			2015-08-27	2011-08-10	YER_AA1142AA	Assembled	45.19	2.2	32985	4681919	Yersinia pestis;99.22%	304	3490	YER_CA4468AA_AS
YER_AA1143AA	PY-08	SRR329391;ILLUMINA;Paired;;SRX090537	Human	Human	Homo sapiens	2006				South America	Peru	Cajamarca	Provincia de Jaén	Jaen				University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64295	SRP007699	SAMN00704242	SRS256156			2015-08-27	2011-08-10	YER_AA1143AA	Assembled	247.85	2.2	34824	4684529	Yersinia pestis;99.6%	280	3786	YER_CA6609AA_AS
YER_AA1144AA	PY-07	SRR329390;ILLUMINA;Paired;;SRX090536	Wild Animal	Rodent	black rat	2006				South America	Peru	Cajamarca	Provincia de Chota					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64293	SRP007698	SAMN00704241	SRS256155			2015-08-27	2011-08-10	YER_AA1144AA	Assembled	52.56	2.2	35225	4682659	Yersinia pestis;99.59%	278	3707	YER_CA6568AA_AS
YER_AA1145AA	PY-06	SRR329389;ILLUMINA;Paired;;SRX090535	Wild Animal	Rodent	guinea pig	2006				South America	Peru	Cajamarca	Provincia de Chota					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64291	SRP007697	SAMN00704240	SRS256154			2015-08-27	2011-08-10	YER_AA1145AA	Assembled	52.7	2.2	34597	4687944	Yersinia pestis;98.84%	295	4177	YER_CA4552AA_AS
YER_AA1146AA	PY-05	SRR329388;ILLUMINA;Paired;;SRX090534	Wild Animal	Rodent	black rat	2006				South America	Peru	Cajamarca	Provincia de Chota					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64289	SRP007696	SAMN00704239	SRS256153			2015-08-27	2011-08-10	YER_AA1146AA	Assembled	73.66	2.2	37427	4683982	Yersinia pestis;99.58%	274	3543	YER_CA4171AA_AS
YER_AA1147AA	PY-04	SRR329043;ILLUMINA;Paired;;SRX090280	Wild Animal	Rodent	black rat	2006				South America	Peru	Cajamarca	Provincia de Chota					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64287	SRP007689	SAMN00704077	SRS255995			2015-08-27	2011-08-09	YER_AA1147AA	Assembled	160.97	2.2	35991	4689107	Yersinia pestis;98.75%	276	3934	YER_CA4285AA_AS
YER_AA1148AA	PY-03	SRR329038;ILLUMINA;Paired;;SRX090276	Wild Animal	Rodent	black rat	2006				South America	Peru	Lima	Lima					University of Maryland Institute for Genome Sciences			Yersinia pestis			PRJNA64285	SRP007688	SAMN00704075	SRS255993			2015-08-27	2011-08-09	YER_AA1148AA	Assembled	49.66	2.2	32870	4681148	Yersinia pestis;99.25%	289	12518	YER_CA4458AA_AS
YER_AA1156AA	EV76D	SRR2084790;LS454;Paired;9766;SRX1079042,SRR2084789;ILLUMINA;Single;;SRX1079041																Los Alamos National Laboratory			Yersinia pestis			PRJNA288599	SRP060268	SAMN03816156	SRS977338			2015-08-27	2015-07-28	YER_AA1156AA	NEW	NaN	NaN	NaN	NaN		NaN	NaN	
YER_AA1157AA	KIM 10v	SRR2084643;LS454;Paired;9510;SRX1078927,SRR2084698;ILLUMINA;Paired;300;SRX1078926								Asia	Iran							Los Alamos National Laboratory			Yersinia pestis			PRJNA288602	SRP060255	SAMN03817042	SRS977173			2015-08-27	2015-07-28	YER_AA1157AA	Assembled	819.23	2.2	51113	4601721	Yersinia pestis;100.0%	180	1483	YER_CA3264AA_AS
YER_AA1193AA	Pestoides B	SRR2177701;LS454;Paired;;SRX1161691,SRR2177700;ILLUMINA;Paired;;SRX1161690,SRR2891672;ILLUMINA;Paired;;SRX1161690,GCF_000834925;Complete Genome;;;								Europe	Russia							Los Alamos National Laboratory			Yersinia pestis		0.PE4B	PRJNA240105	SRP062704	SAMN03218157	SRS1042581			2015-11-09	2015-08-26	YER_AA1193AA	Assembled	1	NaN	4607660	4794427		4	0	YER_CA7856AA_AS
YER_AA1195AA	IP1086	traces-0EGoweU;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	8	13		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		44/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1195AA	Assembled	98	2.3	45646	4560717	Yersinia pestis;100.0%	197	3588	YER_CA6611AA_AS
YER_AA1197AA	IP1088	traces-0CWLDGG;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus), Spleen	1991	8	5		Africa	Madagascar	Boeny	Mahajanga I			-15.71480084	46.31595265	E. Carniel		49/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1197AA	Assembled	95	2.3	44649	4549902	Yersinia pestis;100.0%	197	2683	YER_CA6613AA_AS
YER_AA1198AA	IP1092	traces-0CqAgph;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	10	11		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.7199686	46.32240522	E. Carniel		56/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1198AA	Assembled	94	2.3	43378	4530791	Yersinia pestis;100.0%	199	1845	YER_CA6614AA_AS
YER_AA1199AA	IP1117	traces-0UhfZCL;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1995	9	29		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.7199686	46.32240522	E. Carniel		161/95 B	Yersinia pestis		date = day of capture							2015-02-12	2016-12-31	YER_AA1199AA	Assembled	87	2.3	45046	4650140	Yersinia pestis;100.0%	198	2869	YER_CA6615AA_AS
YER_AA1200AA	IP1094	traces-0NbljWZ;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	11	22		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70965362	46.31749746	E. Carniel		76/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1200AA	Assembled	88	2.3	44649	4649064	Yersinia pestis;100.0%	210	2683	YER_CA6616AA_AS
YER_AA1201AA	IP1110	traces-0nWFFNf;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	8	25		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		136/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1201AA	Assembled	104	2.3	45351	4652669	Yersinia pestis;100.0%	200	3418	YER_CA6617AA_AS
YER_AA1202AA	IP1147	traces-0UWzSvL;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea, homogenate	1991				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71413007	46.32382322	E. Carniel		74/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1202AA	Assembled	48	2.3	39994	4633824	Yersinia pestis;100.0%	227	4824	YER_CA6618AA_AS
YER_AA1203AA	IP1151	traces-0qQJhrT;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	1		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71561695	46.31819662	E. Carniel		125/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1203AA	Assembled	83	2.3	44649	4649410	Yersinia pestis;100.0%	207	3308	YER_CA6619AA_AS
YER_AA1204AA	IP1104	traces-0BTKQlT;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	8	28		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.7199686	46.32240522	E. Carniel		121/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1204AA	Assembled	99	2.3	44649	4649758	Yersinia pestis;100.0%	201	3336	YER_CA6620AA_AS
YER_AA1205AA	IP1090	traces-0oRVZHa;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus), Spleen	1991	8	14		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		52/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1205AA	Assembled	100	2.3	45646	4643871	Yersinia pestis;100.0%	193	3260	YER_CA6621AA_AS
YER_AA1206AA	IP1121	traces-0HbJuJi;ILLUMINA;Paired;;NA	Wild Animal	Rodent	Rat (Rattus norvegicus), Spleen	1995	10	4		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71522114	46.32521617	E. Carniel		175/95 S	Yersinia pestis		date = day of capture							2015-12-02	2016-12-31	YER_AA1206AA	Assembled	126	2.3	47148	4650337	Yersinia pestis;100.0%	195	2651	YER_CA6622AA_AS
YER_AA1207AA	IP1126	traces-0yzvNyN;ILLUMINA;Paired;;NA	Human	Human	Lung right	1995	11	23		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71614609	46.32103353	E. Carniel		192/95 PD	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1207AA	Assembled	59	2.3	39561	4664221	Yersinia pestis;100.0%	218	4106	YER_CA6623AA_AS
YER_AA1208AA	IP1119	traces-0CZgzMO;ILLUMINA;Paired;;NA	Wild Animal	Invertebrates	Flea (Xenopsylla cheopis), homogenate	1995	10	2		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71522114	46.32521617	E. Carniel		170/95 S	Yersinia pestis		date = day of capture							2015-12-02	2016-12-31	YER_AA1208AA	Assembled	104	2.3	45351	4650749	Yersinia pestis;100.0%	201	3874	YER_CA6706AA_AS
YER_AA1209AA	IP1124	traces-0dtCmmT;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	10	25		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		188/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1209AA	Assembled	47	2.3	39782	4646697	Yersinia pestis;100.0%	240	5326	YER_CA6625AA_AS
YER_AA1210AA	IP1125	traces-0dpgNTa;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	11	23		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71614609	46.32103353	E. Carniel		192/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1210AA	Assembled	65	2.3	40246	4648586	Yersinia pestis;100.0%	203	3960	YER_CA6626AA_AS
YER_AA1211AA	IP1144	traces-0xyDCpG;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	9	1		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70967256	46.34927515	E. Carniel		126/95 B	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1211AA	Assembled	82	2.3	44649	4660959	Yersinia pestis;100.0%	203	3731	YER_CA6627AA_AS
YER_AA1212AA	IP1118	traces-0lJHjNM;ILLUMINA;Paired;;NA	Human	Human	bubo	1995	10	2		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.6966832	46.34072954	E. Carniel		162/95 S	Yersinia pestis		date = day of 1st symptoms							2015-02-12	2016-12-31	YER_AA1212AA	Assembled	103	2.3	45351	4651106	Yersinia pestis;100.0%	197	3389	YER_CA6628AA_AS
YER_AA1213AA	IP1098	traces-0FPiRUp;ILLUMINA;Paired;;NA	Human	Human	bubo	1992				Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.70965362	46.31749746	E. Carniel		5/92 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1213AA	Assembled	102	2.3	45046	4632868	Yersinia pestis;100.0%	202	4438	YER_CA6707AA_AS
YER_AA1214AA	IP1093	traces-0EIXJuW;ILLUMINA;Paired;;NA	Human	Human	bubo	1991	10	13		Africa	Madagascar	Boeny	Mahajanga I	Mahajanga I		-15.71480084	46.31595265	E. Carniel		58/91 S	Yersinia pestis		date = day of sampling							2015-02-12	2016-12-31	YER_AA1214AA	Assembled	63	2.3	39940	4548250	Yersinia pestis;100.0%	219	3792	YER_CA6630AA_AS
