id	Nucleotide_id	NucleotideAccession	NucleotideAccessionVersion	NucleotideBioSampleAccession	NucleotideBioProjectAccession	NucleotideFirstAccession	NucleotideLastAccession	NucleotideOrganism	NucleotideTaxonomy	NucleotideDefinition	NucleotideDivision	NucleotideJournal	NucleotideLength	NucleotideMoleculeType	NucleotideReferenceTitle	NucleotideSeqDataName	NucleotideSource	NucleotideStrandedness	NucleotideTopology	NucleotideCreateDate	NucleotideUpdateDate	NucleotideGenBankComment	NucleotideAnnotationDate	NucleotideAnnotationMethod	NucleotideAnnotationPipeline	NucleotideAnnotationProvider	NucleotideAnnotationSoftwarerevision	NucleotideAssemblyDate	NucleotideAssemblyMethod	NucleotideAssemblyName	NucleotidetCDS	NucleotidetCDSCoding	NucleotidetCRISPRArrays	NucleotidetExpectedFinalVersion	NucleotidetFeaturesAnnotated	NucleotidetGenes	NucleotidetGenesCoding	NucleotidetGenesRNA	NucleotidetGenomeCoverage	NucleotidetGenomeRepresentation	NucleotidetncRNAs	NucleotidetPseudoGenes	NucleotidetPseudoGenesAmbResidues	NucleotidetPseudoGenesFrameshifted	NucleotidetPseudoGenesIncomplete	NucleotidetPseudoGenesInternalStop	NucleotidetPseudoGenesMultipleProblems	NucleotidetrRNAs	NucleotidetrRNAsComplete	NucleotidetrRNAsPartial	NucleotideSequencingTechnology	NucleotidetRNAs	NucleotideComment
245	906862399	AYLS00000000	AYLS00000000.1	SAMN03943539	PRJNA208259	AYLS01000001	AYLS01000029	Yersinia pestis 14735	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis 14735, whole genome shotgun sequencing project	BCT	Submitted (26-AUG-2013) BioScience, Los Alamos National Laboratory, PO Box 1663 M888, Los Alamos, NM 87545, USA	29	DNA	Direct Submission	WGS	Yersinia pestis 14735	double	linear	29-JUL-2015	23-SEP-2015	The Yersinia pestis 14735 whole genome shotgun (WGS) project has the project accession AYLS00000000. This version of the project (01) has the accession number AYLS01000000, and consists of sequences AYLS01000001-AYLS01000029.; Source DNA: Mikeljon Nikolich, Department of Emerging Bacterial Infections, Bacterial Diseases Branch, Walter Reed Army Institute of Research, 503 Robert Grant Avenue, Silver Spring, MD 20910, USA.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 2.3; Velvet v. 1.0.13; phredPhrap v. 1.080812 ; Assembly Name :: YPY_1 ; Genome Coverage :: 109.6x ; Sequencing Technology :: Illumina HiSeq; 454 ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Newbler v. 2.3	YPY_1	None	None	None	None	None	None	None	None	109.6x	None	None	None	None	None	None	None	None	None	None	None	Illumina HiSeq	None	None
246	906860285	AYLR00000000	AYLR00000000.1	SAMN03943538	PRJNA208247	CM003367	CM003368	Yersinia pestis 1670	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis 1670, whole genome shotgun sequencing project	BCT	Submitted (24-JUL-2013) BioScience, Los Alamos National Laboratory, PO Box 1663 M888, Los Alamos, NM 87545, USA	7	DNA	Direct Submission	WGS_SCAFLD	Yersinia pestis 1670	double	linear	29-JUL-2015	23-SEP-2015	The Yersinia pestis 1670 whole genome shotgun (WGS) project has the project accession AYLR00000000. This version of the project (01) has the accession number AYLR01000000, and consists of sequences AYLR01000001-AYLR01000007.; Source DNA: Mikeljon Nikolich, Department of Emerging Bacterial Infections, Bacterial Diseases Branch, Walter Reed Army Institute of Research, 503 Robert Grant Avenue, Silver Spring, MD 20910, USA.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 2.6; Velvet v. 1.1.05; phredPhrap v. 4.24 ; Assembly Name :: DYA_1 ; Genome Coverage :: 85.6x ; Sequencing Technology :: Illumina HiSeq; 454 ; ##Genome-Assembly-Data-END##	None	None	None	None	None	None	Newbler v. 2.6	DYA_1	None	None	None	None	None	None	None	None	85.6x	None	None	None	None	None	None	None	None	None	None	None	Illumina HiSeq	None	None
247	927369972	LJFH00000000	LJFH00000000.1	SAMN04023226	PRJNA294353	LJFH01000001	LJFH01000204	Vibrio cholerae O1 biovar El Tor	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae O1 biovar El Tor strain 43, whole genome shotgun sequencing project	BCT	Submitted (07-SEP-2015) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation	204	DNA	Direct Submission	WGS	Vibrio cholerae O1 biovar El Tor	double	linear	14-SEP-2015	14-SEP-2015	The Vibrio cholerae O1 biovar El Tor whole genome shotgun (WGS) project has the project accession LJFH00000000. This version of the project (01) has the accession number LJFH01000000, and consists of sequences LJFH01000001-LJFH01000204.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2015 ; Assembly Method :: SPAdes v. 3.5 ; Genome Coverage :: 50.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/09/2015 09:29:23 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,945 ; CDS :: 3,554 ; Pseudo Genes :: 275 ; rRNAs :: 9, 7, 16 (5S, 16S, 23S) ; complete rRNAs :: 9 (5S) ; partial rRNAs :: 7, 16 (16S, 23S) ; tRNAs :: 83 ; ncRNA :: 1 ; Frameshifted Genes :: 239 ; ##Genome-Annotation-Data-END##	09/09/2015 09:29:23	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10	2015	SPAdes v. 3.5	None	3554	None	None	None	Gene	3945	None	None	50.0x	None	None	275	None	None	None	None	None	9 7 16 (5S 16S 23S)	9 (5S)	7 16 (16S 23S)	IonTorrent	83	None
248	927369971	LJFI00000000	LJFI00000000.1	SAMN04023225	PRJNA294352	LJFI01000001	LJFI01000095	Vibrio cholerae O1 biovar El Tor	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae O1 biovar El Tor strain 56, whole genome shotgun sequencing project	BCT	Submitted (07-SEP-2015) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation	95	DNA	Direct Submission	WGS	Vibrio cholerae O1 biovar El Tor	double	linear	14-SEP-2015	14-SEP-2015	The Vibrio cholerae O1 biovar El Tor whole genome shotgun (WGS) project has the project accession LJFI00000000. This version of the project (01) has the accession number LJFI01000000, and consists of sequences LJFI01000001-LJFI01000095.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2015 ; Assembly Method :: SPAdes v. 3.5 ; Genome Coverage :: 50.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/09/2015 09:20:05 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,820 ; CDS :: 3,593 ; Pseudo Genes :: 152 ; rRNAs :: 5, 4, 3 (5S, 16S, 23S) ; complete rRNAs :: 2 (5S) ; partial rRNAs :: 3, 4, 3 (5S, 16S, 23S) ; tRNAs :: 62 ; ncRNA :: 1 ; Frameshifted Genes :: 131 ; ##Genome-Annotation-Data-END##	09/09/2015 09:20:05	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10	2015	SPAdes v. 3.5	None	3593	None	None	None	Gene	3820	None	None	50.0x	None	None	152	None	None	None	None	None	5 4 3 (5S 16S 23S)	2 (5S)	3 4 3 (5S 16S 23S)	IonTorrent	62	None
249	927362938	LJFG00000000	LJFG00000000.1	SAMN04023224	PRJNA294351	LJFG01000001	LJFG01000096	Vibrio cholerae O1 biovar El Tor	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae O1 biovar El Tor strain 39, whole genome shotgun sequencing project	BCT	Submitted (07-SEP-2015) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation	96	DNA	Direct Submission	WGS	Vibrio cholerae O1 biovar El Tor	double	linear	14-SEP-2015	14-SEP-2015	The Vibrio cholerae O1 biovar El Tor whole genome shotgun (WGS) project has the project accession LJFG00000000. This version of the project (01) has the accession number LJFG01000000, and consists of sequences LJFG01000001-LJFG01000096.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2015 ; Assembly Method :: SPAdes v. 3.5 ; Genome Coverage :: 50.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/09/2015 09:22:38 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,740 ; CDS :: 3,513 ; Pseudo Genes :: 143 ; rRNAs :: 5, 3, 2 (5S, 16S, 23S) ; complete rRNAs :: 2 (5S) ; partial rRNAs :: 3, 3, 2 (5S, 16S, 23S) ; tRNAs :: 73 ; ncRNA :: 1 ; Frameshifted Genes :: 129 ; ##Genome-Annotation-Data-END##	09/09/2015 09:22:38	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10	2015	SPAdes v. 3.5	None	3513	None	None	None	Gene	3740	None	None	50.0x	None	None	143	None	None	None	None	None	5 3 2 (5S 16S 23S)	2 (5S)	3 3 2 (5S 16S 23S)	IonTorrent	73	None
250	927362434	LJFF00000000	LJFF00000000.1	SAMN04023227	PRJNA294354	LJFF01000001	LJFF01000095	Vibrio cholerae O1 biovar El Tor	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae O1 biovar El Tor strain 31, whole genome shotgun sequencing project	BCT	Submitted (07-SEP-2015) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation	95	DNA	Direct Submission	WGS	Vibrio cholerae O1 biovar El Tor	double	linear	14-SEP-2015	14-SEP-2015	The Vibrio cholerae O1 biovar El Tor whole genome shotgun (WGS) project has the project accession LJFF00000000. This version of the project (01) has the accession number LJFF01000000, and consists of sequences LJFF01000001-LJFF01000095.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2015 ; Assembly Method :: SPAdes v. 3.5 ; Genome Coverage :: 50.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/09/2015 09:29:22 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,742 ; CDS :: 3,508 ; Pseudo Genes :: 163 ; rRNAs :: 5, 2, 2 (5S, 16S, 23S) ; complete rRNAs :: 2 (5S) ; partial rRNAs :: 3, 2, 2 (5S, 16S, 23S) ; tRNAs :: 61 ; ncRNA :: 1 ; Frameshifted Genes :: 150 ; ##Genome-Annotation-Data-END##	09/09/2015 09:29:22	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10	2015	SPAdes v. 3.5	None	3508	None	None	None	Gene	3742	None	None	50.0x	None	None	163	None	None	None	None	None	5 2 2 (5S 16S 23S)	2 (5S)	3 2 2 (5S 16S 23S)	IonTorrent	61	None
251	816661811	LBFJ00000000	LBFJ00000000.1	SAMN02999506	PRJNA257008	CM003247	LBFJ01000083	Yersinia pestis subsp. pestis bv. Orientalis	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. pestis bv. Orientalis strain ZE94-2122, whole genome shotgun sequencing project	BCT	Submitted (20-APR-2015) Biosurveillance, MRIGlobal, 1470 Treeland Blvd, Palm Bay, FL 32909, USA	83	DNA	Direct Submission	WGS_SCAFLD	Yersinia pestis subsp. pestis bv. Orientalis	double	linear	01-MAY-2015	01-MAY-2015	The Yersinia pestis subsp. pestis bv. Orientalis whole genome shotgun (WGS) project has the project accession LBFJ00000000. This version of the project (01) has the accession number LBFJ01000000, and consists of sequences LBFJ01000001-LBFJ01000083.; The following reagent was obtained through BEI Resources, NIAID, NIH: Yersinia pestis, Strain ZE94-2122, NR-635.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Trimmomatic v. 0.32; SGA v. 0.10.13; iMetAMOS v. 1.5; samtools v1.1; FastQC v. 0.10.0; Spades v. 3.1.1; idba v1.1.1; Pilon v. 1.8; Quast v. 2.2; Prokka v. 1.7 ; Assembly Name :: YPES001-SEQ-2-ASM-1 ; Genome Coverage :: 307.389x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 04/21/2015 13:43:06 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 (rev. 463717) ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 4,649 ; CDS :: 4,387 ; Pseudo Genes :: 85 ; CRISPR Arrays :: 3 ; rRNAs :: 17 (5S, 16S, 23S) ; tRNAs :: 61 ; ncRNA :: 99 ; Frameshifted Genes :: 41 ; ##Genome-Annotation-Data-END##	04/21/2015 13:43:06	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10 (rev. 463717)	None	Trimmomatic v. 0.32	YPES001-SEQ-2-ASM-1	4387	None	3	None	Gene	4649	None	None	307.389x	None	None	85	None	None	None	None	None	17 (5S 16S 23S)	None	None	Illumina MiSeq	61	None
252	795258747	LAHM00000000	LAHM00000000.1	SAMN03436878	PRJNA279075	LAHM01000001	LAHM01000095	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae strain M818, whole genome shotgun sequencing project	BCT	Submitted (21-MAR-2015) Health, RARI, Universitetskaya 46, Saratov, Saratov Region 410005, Russia	95	DNA	Direct Submission	WGS	Vibrio cholerae	double	linear	30-MAR-2015	30-MAR-2015	The Vibrio cholerae whole genome shotgun (WGS) project has the project accession LAHM00000000. This version of the project (01) has the accession number LAHM01000000, and consists of sequences LAHM01000001-LAHM01000095.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: NOV-2014 ; Assembly Method :: Newbler v. 2.6 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 62.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 03/23/2015 11:51:07 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 (rev. 462191) ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,733 ; CDS :: 3,242 ; Pseudo Genes :: 416 ; rRNAs :: 4 (5S, 16S, 23S) ; tRNAs :: 70 ; ncRNA :: 1 ; Frameshifted Genes :: 402 ; ##Genome-Annotation-Data-END##	03/23/2015 11:51:07	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10 (rev. 462191)	NOV-2014	Newbler v. 2.6	None	3242	None	None	No	Gene	3733	None	None	62.0x	Full	None	416	None	None	None	None	None	4 (5S 16S 23S)	None	None	IonTorrent	70	None
253	795217591	LAKM00000000	LAKM00000000.1	SAMN03436133	PRJNA279011	LAKM01000001	LAKM01000132	Vibrio cholerae O1 biovar El Tor	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae O1 biovar El Tor strain P18899, whole genome shotgun sequencing project	BCT	Submitted (23-MAR-2015) Health, RARI, Universitetskaya 46, Saratov, Saratov Region 410005, Russia	132	DNA	Direct Submission	WGS	Vibrio cholerae O1 biovar El Tor	double	linear	30-MAR-2015	30-MAR-2015	The Vibrio cholerae O1 biovar El Tor whole genome shotgun (WGS) project has the project accession LAKM00000000. This version of the project (01) has the accession number LAKM01000000, and consists of sequences LAKM01000001-LAKM01000132.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: NOV-2014 ; Assembly Method :: Newbler v. 2.6 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 32.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 03/26/2015 11:26:58 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 (rev. 462191) ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,735 ; CDS :: 3,230 ; Pseudo Genes :: 434 ; rRNAs :: 4 (5S, 16S, 23S) ; tRNAs :: 66 ; ncRNA :: 1 ; Frameshifted Genes :: 418 ; ##Genome-Annotation-Data-END##	03/26/2015 11:26:58	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10 (rev. 462191)	NOV-2014	Newbler v. 2.6	None	3230	None	None	No	Gene	3735	None	None	32.0x	Full	None	434	None	None	None	None	None	4 (5S 16S 23S)	None	None	IonTorrent	66	None
254	781024187	LAED00000000	LAED00000000.1	SAMN03417810	PRJNA278329	LAED01000001	LAED01000089	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae strain D-35, whole genome shotgun sequencing project	BCT	Submitted (15-MAR-2015) Microbiology, Russian Research Anti-plague Institute Microbe, Universitetskaya 46, Saratov 410005, Russian Federation	89	DNA	Direct Submission	WGS	Vibrio cholerae	double	linear	24-MAR-2015	24-MAR-2015	The Vibrio cholerae whole genome shotgun (WGS) project has the project accession LAED00000000. This version of the project (01) has the accession number LAED01000000, and consists of sequences LAED01000001-LAED01000089.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 2.6 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 102.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 03/19/2015 09:46:54 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 (rev. 461190) ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,768 ; CDS :: 3,507 ; Pseudo Genes :: 206 ; rRNAs :: 6 (5S, 16S, 23S) ; tRNAs :: 46 ; ncRNA :: 3 ; Frameshifted Genes :: 190 ; ##Genome-Annotation-Data-END##	03/19/2015 09:46:54	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10 (rev. 461190)	None	Newbler v. 2.6	None	3507	None	None	Yes	Gene	3768	None	None	102.0x	Full	None	206	None	None	None	None	None	6 (5S 16S 23S)	None	None	IonTorrent	46	None
255	778785813	LAEM00000000	LAEM00000000.1	SAMN03417811	PRJNA278330	LAEM01000001	LAEM01000120	Vibrio cholerae O1 biovar El Tor	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae O1 biovar El Tor strain M1429, whole genome shotgun sequencing project	BCT	Submitted (18-MAR-2015) Microbiology, Russian Research Anti-plague Institute Microbe, Universitetskaya 46, Saratov 410005, Russia	120	DNA	Direct Submission	WGS	Vibrio cholerae O1 biovar El Tor	double	linear	23-MAR-2015	23-MAR-2015	The Vibrio cholerae O1 biovar El Tor whole genome shotgun (WGS) project has the project accession LAEM00000000. This version of the project (01) has the accession number LAEM01000000, and consists of sequences LAEM01000001-LAEM01000120.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2015 ; Assembly Method :: Newbler v. 2.6 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 110.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 03/19/2015 12:01:08 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 (rev. 461190) ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 3,767 ; CDS :: 3,352 ; Pseudo Genes :: 333 ; rRNAs :: 14 (5S, 16S, 23S) ; tRNAs :: 67 ; ncRNA :: 1 ; Frameshifted Genes :: 318 ; ##Genome-Annotation-Data-END##	03/19/2015 12:01:08	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10 (rev. 461190)	2015	Newbler v. 2.6	None	3352	None	None	Yes	Gene	3767	None	None	110.0x	Full	None	333	None	None	None	None	None	14 (5S 16S 23S)	None	None	IonTorrent	67	None
