id	SRA_id	SRABioProjectAccession	SRABioSampleAccession	SRAExperimentAccession	SRARunAccession	SRASampleAccession	SRAExperimentName	SRAExperimentStatus	SRAExperimentVersion	SRAIsPublic	SRASampleName	SRAStaticDataAvailable	SRAStudyAcc	SRAStudName	SRATitle	SRAOrganismName	SRAOrganismTaxID	SRAClusterName	SRAInstrumentModel	SRALibraryName	SRALibraryLayout	SRALibrarySelection	SRALibrarySource	SRALibraryStrategy	SRAPlatform	SRATotalBases	SRATotalSize	SRATotalSpots	SRATotalRuns	SRACreateDate	SRAUpdateDate	SRACenterName	SRAContactName	SRALabName	SRASubmitterAccession	SRAComment
49	7967465	PRJEB29991	SAMEA5661380	ERX3365885	ERR3341195	ERS3465399	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC005.A0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	23182125	9925863	309095	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
50	7967464	PRJEB29991	SAMEA5661380	ERX3365884	ERR3341194	ERS3465399	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC005.A0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	23111925	9581095	308159	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
51	7967463	PRJEB29991	SAMEA5661380	ERX3365883	ERR3341193	ERS3465399	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC005.A0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	23532075	9757857	313761	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
52	7967462	PRJEB29991	SAMEA5661378	ERX3365882	ERR3341192	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	23121784	9967714	304234	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
53	7967461	PRJEB29991	SAMEA5661378	ERX3365881	ERR3341191	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	24022688	10122109	316088	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
54	7967460	PRJEB29991	SAMEA5661378	ERX3365880	ERR3341190	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	25040252	10535493	329477	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
55	7967459	PRJEB29991	SAMEA5661378	ERX3365879	ERR3341189	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	22481256	9682097	295806	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
56	7967458	PRJEB29991	SAMEA5661378	ERX3365878	ERR3341188	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	22535250	9821673	300470	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
57	7967457	PRJEB29991	SAMEA5661378	ERX3365877	ERR3341187	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	23579925	10146763	314399	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
58	7967456	PRJEB29991	SAMEA5661378	ERX3365876	ERR3341186	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	21364575	9338514	284861	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
59	7967455	PRJEB29991	SAMEA5661378	ERX3365875	ERR3341185	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	21724575	9498180	289661	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
60	7967454	PRJEB29991	SAMEA5661378	ERX3365874	ERR3341184	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	25297275	10589498	337297	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
61	7967453	PRJEB29991	SAMEA5661378	ERX3365873	ERR3341183	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	25508175	10692646	340109	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
62	7967452	PRJEB29991	SAMEA5661378	ERX3365872	ERR3341182	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	24772050	10022071	330294	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
63	7967451	PRJEB29991	SAMEA5661378	ERX3365871	ERR3341181	ERS3465397	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	LVC001.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	25307475	10249282	337433	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
64	7967450	PRJEB29991	SAMEA5661362	ERX3365870	ERR3341180	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	27784536	12021013	365586	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
65	7967449	PRJEB29991	SAMEA5661362	ERX3365869	ERR3341179	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	28806660	12197291	379035	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
66	7967448	PRJEB29991	SAMEA5661362	ERX3365868	ERR3341178	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	29990056	12687860	394606	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
67	7967447	PRJEB29991	SAMEA5661362	ERX3365867	ERR3341177	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	26879300	11608068	353675	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
68	7967446	PRJEB29991	SAMEA5661362	ERX3365866	ERR3341176	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	27157050	11868007	362094	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
69	7967445	PRJEB29991	SAMEA5661362	ERX3365865	ERR3341175	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	28386000	12242224	378480	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
70	7967444	PRJEB29991	SAMEA5661362	ERX3365864	ERR3341174	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	25376100	11123134	338348	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
71	7967443	PRJEB29991	SAMEA5661362	ERX3365863	ERR3341173	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	26126400	11451159	348352	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
72	7967442	PRJEB29991	SAMEA5661362	ERX3365862	ERR3341172	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	30542400	12839205	407232	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
73	7967441	PRJEB29991	SAMEA5661362	ERX3365861	ERR3341171	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	30823650	12976400	410982	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
74	7967440	PRJEB29991	SAMEA5661362	ERX3365860	ERR3341170	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	30152625	12251614	402035	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
75	7967439	PRJEB29991	SAMEA5661362	ERX3365859	ERR3341169	ERS3465381	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT004.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	30657225	12472217	408763	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
76	7967438	PRJEB29991	SAMEA5661361	ERX3365858	ERR3341168	ERS3465380	Illumina HiSeq 4000 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	Illumina HiSeq 4000 sequencing	None	632	public	Illumina HiSeq 4000	DIT004.A0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	5417572828	1803384282	71283853	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
77	7967437	PRJEB29991	SAMEA5661360	ERX3365857	ERR3341167	ERS3465379	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT003.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	83207308	35569909	1094833	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
78	7967436	PRJEB29991	SAMEA5661360	ERX3365856	ERR3341166	ERS3465379	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT003.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	86751796	36187907	1141471	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
79	7967435	PRJEB29991	SAMEA5661360	ERX3365855	ERR3341165	ERS3465379	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT003.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	90397440	37675758	1189440	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
80	7967434	PRJEB29991	SAMEA5661360	ERX3365854	ERR3341164	ERS3465379	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT003.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	80807912	34486579	1063262	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
81	7967433	PRJEB29991	SAMEA5661360	ERX3365853	ERR3341163	ERS3465379	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT003.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	80668575	34854636	1075581	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
82	7967432	PRJEB29991	SAMEA5661360	ERX3365852	ERR3341162	ERS3465379	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT003.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	84426675	36022525	1125689	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
83	7967431	PRJEB29991	SAMEA5661360	ERX3365851	ERR3341161	ERS3465379	NextSeq 500 sequencing	public	1	true		true	ERP112352	Ancient Yersinia pestis genomes from across Western Europe reveal early diversification during the First Pandemic (541–750)	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	DIT003.B0101.YP1	SINGLE	RANDOM	METAGENOMIC	WGS	ILLUMINA	75753600	32854031	1010048	1	2019/05/31	2019/05/31	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA1945745	None
